序號,詞語,級別,注音,漢拼,詞類/性質,詞彙英譯,語義/義項,情境,用法-常用搭配詞,例句
578,乾淨,第2級,ㄍㄢ ㄐㄧㄥˋ,gānjìng,Vs,clean,,核心詞,,這件衣服洗得很乾淨。
579,敢,第2級,ㄍㄢˇ,gǎn,Vaux,to dare,不怕。,核心詞,不敢，敢不敢,我不敢一個人住。
580,剛剛/剛,第2級,ㄍㄤ ㄍㄤ,gānggāng / gāng,Adv,"just now, a moment ago",幾分鐘以前。,核心詞,剛剛到，剛剛離開,老師剛剛離開教室了。
581,高興,第2級,ㄍㄠ ㄒㄧㄥˋ,gāoxìng,Vs,"glad, happy, cheerful",覺得很快樂。,核心詞,,我送給他一個禮物，他很高興。
582,高中,第2級,ㄍㄠ ㄓㄨㄥ,gāozhōng,N,senior high school,在台灣，15~18歲的學生上學的地方。,1.個人資料,高中老師，一所高中,我跟高中同學一起去旅行。
583,各,第2級,ㄍㄜˋ,gè,Det,"each, every",很多裡面的一個。,核心詞,各種，各個，各位，各地，各國,我們班上有從各國來的人。
584,更1,第2級,ㄍㄥˋ,gèng,Adv,even more,,核心詞,比……更……,六月很熱，七月更熱。
585,公司,第2級,ㄍㄨㄥ ㄙ,gōngsī,N,company,工作的地方。,3.職業,一家公司，電腦公司,他在電腦公司工作。
586,狗,第2級,ㄍㄡˇ,gǒu,N,"dog, puppy",,1.個人資料,小狗，三隻狗,我喜歡跟小狗玩。
587,故事,第2級,ㄍㄨˋ ㄕˋ,gùshì,N,story,,4.休閒、娛樂,說故事，一個故事,老師上課時會說故事給小朋友聽。
588,海,第2級,ㄏㄞˇ,hǎi,N,"sea, ocean",,核心詞,海邊，海上，海裡,我們周末的時候一起去海邊游泳吧！
589,行2,第2級,ㄏㄤˊ,háng,M,classifier for rows,,8.教育、學習,第一行，一行字,第一行的第三個字是什麼字？
590,好像,第2級,ㄏㄠˇ ㄒㄧㄤˋ,hǎoxiàng,Adv,it seems…,讓看或是聽的人覺得是這樣。,核心詞,,這個電腦好像有問題，不能上網了。
591,後來,第2級,ㄏㄡˋ ㄌㄞˊ,hòulái,N,"afterwards, later, then",,核心詞,本來……，後來……以前……，後來……,他本來住我家對面，後來搬家了。
592,歡迎,第2級,ㄏㄨㄢ ㄧㄥˊ,huānyíng,V,to welcome,,6.社交、人際,,歡迎大家來看網球比賽。
593,還2,第2級,ㄏㄨㄢˊ,huán,V,"to return, to give back",,核心詞,還給，送還，還錢,我從圖書館借的書，今天得還。
594,黃,第2級,ㄏㄨㄤˊ,huáng,Vs,yellow,,核心詞,黃色,台灣的計程車是黃色的。
595,回,第2級,ㄏㄨㄟˊ,huí,V,to go back,到以前的地方。,核心詞,回家，回國,他打算下個月回國。
596,回到,第2級,ㄏㄨㄟˊ ㄉㄠˋ,huídào,Phrase,"to return to, to go back to",回以前的地方、時間。,核心詞,,他回到宿舍，馬上寫功課。如果可以回到從前，我一定要好好念書。
597,活動,第2級,ㄏㄨㄛˊ ㄉㄨㄥˋ,huódòng,N,activity,,4.休閒、娛樂,參加活動,我們一起去參加學校的活動。
598,火,第2級,ㄏㄨㄛˇ,huǒ,N,fire,,核心詞,大火,做中國菜常常要用大火炒。
599,或是,第2級,ㄏㄨㄛˋ ㄕˋ,huòshì,Conj,or,,核心詞,,咖啡或是茶，我都喜歡喝。
600,加,第2級,ㄐㄧㄚ,jiā,V,plus,,核心詞,,二加三是五。2+3=5
601,加,第2級,ㄐㄧㄚ,jiā,V,to add,讓一個東西跟其他東西在一起。,核心詞,加糖，加牛奶,那位先生喝咖啡不加糖。
602,家庭,第2級,ㄐㄧㄚ ㄊㄧㄥˊ,jiātíng,N,"family, household",,1.個人資料,一個家庭,每個家庭的生活習慣都不太一樣。
603,間1,第2級,ㄐㄧㄢ,jiān,M,classifier for rooms,,核心詞,一間教室，一間屋子，一間辦公室,我在學校旁邊租了一間房子。這間教室很大，可以坐50個學生。
604,簡單,第2級,ㄐㄧㄢˇ ㄉㄢ,jiǎndān,Vs,simple,容易。,核心詞,,這次的考試很簡單，大家的成績都很好。
605,健康,第2級,ㄐㄧㄢˋ ㄎㄤ,jiànkāng,Vs,healthy,身體很好，沒生病。,7.身體、醫療,身體健康,我每天運動，所以身體很健康。
606,健康,第2級,ㄐㄧㄢˋ ㄎㄤ,jiànkāng,N,health,,7.身體、醫療,注意健康,最近天氣比較冷，要注意健康。
607,講,第2級,ㄐㄧㄤˇ,jiǎng,V,to talk,說。,核心詞,講故事,睡覺以前，媽媽會講故事給小孩聽。
608,機會,第2級,ㄐㄧ ㄏㄨㄟˋ,jīhuì,N,"opportunity, chance",,核心詞,一次機會，工作機會,會說很多語言的人，工作機會比較多。
609,記得,第2級,ㄐㄧˋ ˙ㄉㄜ,jìde,V,to remember,以前的事情一直沒忘。,核心詞,,我記得小時候常常跟朋友去河邊玩。
610,計畫/計劃,第2級,ㄐㄧˋ ㄏㄨㄚˋ,jìhuà,N,"plan, project",做事情的方法。,核心詞,一個計畫,這個計畫很好，我們就這麼做吧。
611,計畫/計劃,第2級,ㄐㄧˋ ㄏㄨㄚˋ,jìhuà,V,to plan,先想一想要怎麼做事情。,核心詞,,我計畫下個周末去台南玩。
612,接,第2級,ㄐㄧㄝ,jiē,V,to pick somebody up,,核心詞,,我昨天到台灣，朋友們來機場接我。
613,緊張,第2級,ㄐㄧㄣˇ ㄓㄤ,jǐnzhāng,Vs,nervous,,核心詞,,明天的考試讓我有點緊張。
614,近,第2級,ㄐㄧㄣˋ,jìn,Vs,"near, close",,核心詞,,學校離車站很近，走路就可以到。
615,進步,第2級,ㄐㄧㄣˋ ㄅㄨˋ,jìnbù,Vp,"to improve, to progress,",變得更好。,3.職業,,他努力練習，所以成績進步了。
616,經驗,第2級,ㄐㄧㄥ ㄧㄢˋ,jīngyàn,N,experience,,核心詞,旅行的經驗，學習的經驗，一次經驗,這次旅行的經驗讓我們學到很多東西。
617,經過,第2級,ㄐㄧㄥ ㄍㄨㄛˋ,jīngguò,V,to pass,從一個地方走過。,核心詞,,從我家到學校會經過兩家便利商店。
618,句,第2級,ㄐㄩˋ,jù,M,classifier for phrases or lines of verse,,核心詞,一句話，這句話,上課的時候，老師說的每一句話都很重要。
619,決定,第2級,ㄐㄩㄝˊ ㄉㄧㄥˋ,juédìng,V,"to decide, to determine",,核心詞,,姐姐決定到台灣學中文。
620,決定,第2級,ㄐㄩㄝˊ ㄉㄧㄥˋ,juédìng,N,"decision, determination",,核心詞,,A：「我要去台灣學中文。」B：「你的決定是對的。」
621,開始,第2級,ㄎㄞ ㄕˇ,kāishǐ,Vp,"to begin to, to start to",,核心詞,比賽開始,足球比賽快開始了。他十六歲開始學中文，現在已經可以跟台灣人聊天了。
622,可愛,第2級,ㄎㄜˇ ㄞˋ,kěài,Vs,cute,人、東西或是動物的樣子讓人喜歡。,核心詞,可愛的孩子，非常可愛,我們家有三隻可愛的貓。
623,客人,第2級,ㄎㄜˋ ㄖㄣˊ,kèrén,N,"customer, client, guest, visitor",到商店買東西的人，或是去別人家玩的人。,9.購物、商店,三位客人,因為這家店的菜很好吃，所以每天都有很多客人去吃飯。昨天家裡來了三位客人。
624,哭,第2級,ㄎㄨ,kū,V,"to weep, to cry",,核心詞,哭了,孩子沒看見媽媽，所以哭了。
625,苦,第2級,ㄎㄨˇ,kǔ,Vs,bitter,一種味道。,核心詞,苦的味道,醫生給的藥真苦，我不想吃。
626,拉,第2級,ㄌㄚ,lā,V,to pull,讓東西向自己的方向動。,核心詞,,他拉著那條狗，不讓狗往前跑。
627,啦,第2級,˙ㄌㄚ,la,Ptc,"sentence-final particle: do not carry referential meaning, but may relate to linguistic modality, register or other pragmatic effects.",了le+啊a=啦la。,核心詞,當然啦,A：「學中文一定要學寫字嗎？」B：「當然啦！」
628,老闆/老板,第2級,ㄌㄠˇ ㄅㄢˇ,lǎobǎn,N,"boss, shopkeeper, owner of a shop",,9.購物、商店,公司老闆，一位老闆,這家店的老闆很客氣。
629,老人,第2級,ㄌㄠˇ ㄖㄣˊ,lǎorén,N,"elderly, old people, old man or woman,  seniors",,核心詞,一位老人,那位老人一個人坐在公園裡。
630,離,第2級,ㄌㄧˊ,lí,Prep,from,從A到B有多遠，或是有多久。,核心詞,A離B很近,我的宿舍離學校很近。現在離過年還有三個月。
631,離開,第2級,ㄌㄧˊ ㄎㄞ,líkāi,Vp,to leave,從本來的地方到別的地方。,核心詞,,他離開這裡，到別的地方找工作。
632,臉,第2級,ㄌㄧㄢˇ,liǎn,N,face,,7.身體、醫療,一張臉，臉上,弟弟的臉圓圓的，看起來很可愛。
633,練習,第2級,ㄌㄧㄢˋ ㄒㄧˊ,liànxí,V,to practice,一直做一件事，讓自己做得更好。,8.教育、學習,練習寫字,他每天練習打籃球。
634,練習,第2級,ㄌㄧㄢˋ ㄒㄧˊ,liànxí,N,practice,一直做一件事，讓自己做得更好。,8.教育、學習,,想參加網球比賽，辛苦的練習是一定要的。
635,聊天/聊,第2級,ㄌㄧㄠˊ ㄊㄧㄢ / ㄌㄧㄠˊ,liáotiān / liáo,V,to chat,,6.社交、人際,跟＋人聊天,我常跟室友聊天。我昨天跟朋友聊了很久。
636,旅行,第2級,ㄌㄩˇ ㄒㄧㄥˊ,lǚxíng,V,to travel,到別的地方玩。,5.交通、旅遊,去旅行,我喜歡去別的國家旅行，看看不一樣的文化。
637,旅行,第2級,ㄌㄩˇ ㄒㄧㄥˊ,lǚxíng,N,"travel, trip",,5.交通、旅遊,這次的旅行,這次的旅行，我看了很特別的風景。
638,綠,第2級,ㄌㄩˋ,lǜ,Vs,green,,核心詞,綠色，綠茶，綠樹,他今天穿著一件綠色的外套。公園裡有很多綠樹跟紅花。
639,馬,第2級,ㄇㄚˇ,mǎ,N,horse,,1.個人資料,一隻馬，騎馬,現在的人開車，以前的人騎馬。
640,賣,第2級,ㄇㄞˋ,mài,V,to sell,,核心詞,,便利商店賣很多東西。夜市賣的小吃又便宜又好吃。
641,貓,第2級,ㄇㄠ,māo,N,cat,,4.休閒、娛樂,一隻貓，小貓,那隻貓站在窗戶旁邊，看著外面的小鳥。
642,名,第2級,ㄇㄧㄥˊ,míng,M,classifier for people,,核心詞,十名學生，八名醫生,我的班上有二十名學生。
643,名,第2級,ㄇㄧㄥˊ,míng,M,classifier for ranking,,核心詞,第一名，第五名,這次考試我考全班第三名。
644,那麼,第2級,ㄋㄚˋ ˙ㄇㄜ,nàme,Adv,"so, very",很，非常。,核心詞,那麼遠，那麼容易，那麼快,美國那麼遠，我不想去。
645,哪2,第2級,˙ㄋㄚ,na,Ptc,interjection: Ah,,核心詞,天哪，看哪,天哪！怎麼會有這種事？
646,南,第2級,ㄋㄢˊ,nán,N,south,,核心詞,往南走,這幾天從南到北天氣都不錯。
647,能力,第2級,ㄋㄥˊ ㄌㄧˋ,nénglì,N,"ability, capability",,核心詞,語言能力，學習能力,他學習語言的能力非常好，很快就會說中文了。
648,年輕,第2級,ㄋㄧㄢˊ ㄑㄧㄥ,niánqīng,Vs,young,,1.個人資料,年輕的時候,老師年輕的時候到德國學德文。
649,鳥,第2級,ㄋㄧㄠˇ,niǎo,N,bird,,4.休閒、娛樂,一隻鳥,如果我是一隻鳥，我就能在天上飛了。
650,努力,第2級,ㄋㄨˇ ㄌㄧˋ,nǔlì,Adv,"to make great efforts, to try hard, to work hard",,核心詞,努力工作，努力學習,他努力工作，希望明年可以買車子。
651,努力,第2級,ㄋㄨˇ ㄌㄧˋ,nǔlì,N,effort,,核心詞,,因為大家的努力，這次的活動很成功。
652,跑,第2級,ㄆㄠˇ,pǎo,V,to run,,核心詞,,快上課了，他從宿舍跑到教室。
653,片,第2級,ㄆㄧㄢˋ,piàn,M,piece(s),,核心詞,一片蛋糕，一片火腿,我去麵包店買了一片水果蛋糕。
654,平常,第2級,ㄆㄧㄥˊ ㄔㄤˊ,píngcháng,N,"commonality, ordinary, common",,核心詞,跟平常一樣,我平常都走路去上學。
655,騎,第2級,ㄑㄧˊ,qí,V,to ride (an animal or bike),,核心詞,騎腳踏車，騎馬,我常常騎腳踏車去學校上課。
656,奇怪,第2級,ㄑㄧˊ ㄍㄨㄞˋ,qíguài,Vs,"strange, odd, weird",有點特別或是跟平常不太一樣。,16.情緒、態度,,他現在還沒來學校，有點奇怪。
657,其他/其它,第2級,ㄑㄧˊ ㄊㄚ,qítā,Det,"other, else",別的。,核心詞,其他人，其他國家,我只去過台中，其他地方都沒去過。
658,汽車,第2級,ㄑㄧˋ ㄔㄜ,qìchē,N,car,,5.交通、旅遊,一輛汽車,下班的時候，路上的汽車很多。
659,清楚,第2級,ㄑㄧㄥ ㄔㄨˇ,qīngchǔ,Vs,to be clear,,核心詞,,老師寫的字很清楚。
660,全,第2級,ㄑㄩㄢˊ,quán,Vs,"all, totally",,核心詞,全家，全班,我們全家都喜歡旅行。
661,全部,第2級,ㄑㄩㄢˊ ㄅㄨˋ,quánbù,N,"all, whole",所有的。,核心詞,,他把全部的錢都花光了。這些東西全部加起來一共三百元。
662,讓,第2級,ㄖㄤˋ,ràng,V,"let, to allow",,核心詞,,爸媽不讓他一個人去旅行。
663,讓,第2級,ㄖㄤˋ,ràng,V,to make someone to do something,,核心詞,,看到以前的同學讓我很高興。
664,認識,第2級,ㄖㄣˋ ㄕˋ,rènshì,V,"to know, to recognize, to understand",知道人或是東西。,核心詞,認識朋友，認識字;,你好，很高興認識你。;我剛開始學中文，還不認識這個字。
665,認為,第2級,ㄖㄣˋ ㄨㄟˊ,rènwéi,V,"to think, to believe, to consider",覺得一件事情應該是怎麼樣的。,核心詞,,大家都認為那位老師教得很好。
666,如果,第2級,ㄖㄨˊ ㄍㄨㄛˇ,rúguǒ,Conj,if,,核心詞,如果……就……,如果明天下雨，就不要出去。
667,聲音/聲1,第2級,ㄕㄥ ㄧㄣ / ㄕㄥ,shēngyīn / shēng,N,"voice, sound",,核心詞,哭聲，車聲，說話的聲音，走路的聲音,你說話的聲音很小，請大聲一點。
668,聲2,第2級,ㄕㄥ,shēng,N,tone,中文有一聲、二聲、三聲、四聲。,核心詞,一聲，二聲，三聲，四聲,三聲跟二聲的字在一起的時候我總是說得不好。
669,聲2,第2級,ㄕㄥ,shēng,M,classifier for sounds or voices,,核心詞,大叫一聲,他看見很久沒見的朋友，大叫了一聲。
670,試,第2級,ㄕˋ,shì,V,"to try, to experiment",,核心詞,試吃，試穿,買鞋子以前應該先試穿。這個水果蛋糕很好吃，你試一試。
671,市場,第2級,ㄕˋ ㄔㄤˇ,shìchǎng,N,market,買東西跟賣東西的地方。,2.日常起居,,我每個周末都去那個市場買青菜跟水果。
672,世界,第2級,ㄕˋ ㄐㄧㄝˋ,shìjiè,N,world,,核心詞,全世界，世界地圖,教室裡掛了一張世界地圖。
673,事情,第2級,ㄕˋ ㄑㄧㄥˊ,shìqíng,N,"thing, matter, business, affair",,核心詞,一件事情，各種事情，做事情,我今天做了很多事情，所以現在很累。
674,雙,第2級,ㄕㄨㄤ,shuāng,M,classifier for pairs,,核心詞,一雙筷子，一雙鞋,飯廳的桌上有六雙筷子。我有三雙鞋子。
675,樹,第2級,ㄕㄨˋ,shù,N,tree,,核心詞,大樹,公園裡有很多樹。
676,送,第2級,ㄙㄨㄥˋ,sòng,V,to give,給別人東西。,核心詞,送花，送卡片,去年的新年，我們一起送老師一張卡片。
677,送,第2級,ㄙㄨㄥˋ,sòng,V,to deliver,,核心詞,送信,您點的漢堡送來了。
678,送,第2級,ㄙㄨㄥˋ,sòng,Ｖ,to take someone to somewhere,帶人去一個地方。,核心詞,,我送朋友去機場。
679,算,第2級,ㄙㄨㄢˋ,suàn,V,"to count, to calculate",,核心詞,,老闆，請算一下這些一共多少錢。
680,雖然/雖,第2級,ㄙㄨㄟ ㄖㄢˊ / ㄙㄨㄟ,suīrán / suī,Conj,although,,核心詞,雖然……但是……，雖然……可是……,雖然今天下雨，可是我還是要出去玩。房間雖（然）小，但是很乾淨。
681,所,第2級,ㄙㄨㄛˇ,suǒ,M,"classifier for houses, small buildings, institutions, etc.",,核心詞,一所學校，這所大學,這所學校有很多外國學生。
682,所有,第2級,ㄙㄨㄛˇ ㄧㄡˇ,suǒyǒu,Det,"all, every",,核心詞,所有的人,今天是上課的最後一天，所有的學生都很高興。
683,台/臺,第2級,ㄊㄞˊ/ㄊㄞˊ,tái/ tái,N,the abbreviation of Taiwan,「台灣」比較簡單的名字。,核心詞,,每年都會有很多人從世界各地來台學中文。
684,台/臺,第2級,ㄊㄞˊ/ㄊㄞˊ,tái/ tái,M,"classifier for computer,",,核心詞,一台電腦，一台電視,我的房間裡有一台電視和一台電腦。
685,特別,第2級,ㄊㄜˋ ㄅㄧㄝˊ,tèbié,Vs,"special, unique",和平常不一樣。,核心詞,特別的地方,這種水果有一種很特別的味道。
686,特別,第2級,ㄊㄜˋ ㄅㄧㄝˊ,tèbié,Adv,"specially, uniquely, especially",,核心詞,特別好吃，特別熱,今年夏天特別熱。
687,替,第2級,ㄊㄧˋ,tì,Prep,for,A不做，B幫A做。,核心詞,,王老師生病了，林老師替他上課。
688,條,第2級,ㄊㄧㄠˊ,tiáo,M,"classifier for long thin things (ribbon, river, road, trousers, etc.)",,核心詞,一條路，一條河，一條魚,從這條路往前走可以到車站跟市場。我家附近有一條小河。
689,聽到,第2級,ㄊㄧㄥ ㄉㄠˋ,tīngdào,Phrase,heard,,核心詞,聽到……的聲音,你說什麼，我沒聽到。我聽到外面有人說話的聲音。
690,聽說,第2級,ㄊㄧㄥ ㄕㄨㄛ,tīngshuō,V,"heard that…, it is said that…,  people said that…",聽別人說一件事情。,核心詞,聽說過，沒聽說（過）,聽說那個地方秋天的風景很漂亮。
691,圖,第2級,ㄊㄨˊ,tú,N,"picture, drawing",,核心詞,一張圖，畫圖,弟弟很喜歡畫圖。
692,往,第2級,ㄨㄤˇ,wǎng,Prep,"to, toward",,核心詞,往台北，從……往……,從學校門口往前一直走，妳會看到一家書店。
693,網路,第2級,ㄨㄤˇ ㄌㄨˋ,wǎnglù,N,"internet, network",,核心詞,網路書店,我們學校的網路有一點慢。我常在網路書店買書。
694,味道/味,第2級,ㄨㄟˋ ㄉㄠˋ / ㄨㄟˋ,wèidào / wèi,N,"taste, flavor, smell",,10.餐飲、烹飪,食物的味道,這家餐廳的菜，味道不錯。
695,文化,第2級,ㄨㄣˊ ㄏㄨㄚˋ,wénhuà,N,"culture, civilization",,核心詞,各國的文化，台灣文化,跟外國人交朋友，可以了解不一樣的文化。
696,屋子/屋,第2級,ㄨ ˙ㄗ / ㄨ,wūzi / wū,N,room,房間。,2.日常起居,三間屋子，屋裡，屋子裡面,叔叔的屋子裡面有很多書。
697,西,第2級,ㄒㄧ,xī,N,west,,核心詞,往西走,美國從東到西的風景都不一樣。
698,希望,第2級,ㄒㄧ ㄨㄤˋ,xīwàng,V,"to hope, to want, to wish",心裡面想要的事情或是東西。,核心詞,,我希望今年能去別的國家旅行。
699,習慣,第2級,ㄒㄧˊ ㄍㄨㄢˋ,xíguàn,N,"habit, custom",差不多每天都這樣。,核心詞,好習慣，壞習慣;,吃飯以前洗手是好習慣。;
700,習慣,第2級,ㄒㄧˊ ㄍㄨㄢˋ,xíguàn,Vs,to be used to,,核心詞,,這裡的天氣，我還不習慣。
701,洗,第2級,ㄒㄧˇ,xǐ,V,to wash,用水讓東西變乾淨。,核心詞,洗衣服，洗臉，洗手,吃飯以前先洗手。
702,夏天/夏,第2級,ㄒㄧㄚˋ ㄊㄧㄢ / ㄒㄧㄚˋ,xiàtiān / xià,N,summer,一年裡最熱的幾個月。,核心詞,去年夏天,夏天的時候，他們一家人都會到海邊游泳。
703,香,第2級,ㄒㄧㄤ,xiāng,Vs,"fragrant, perfumed",很好的味道。,核心詞,香的味道,那家麵包店的麵包很香。
704,相信,第2級,ㄒㄧㄤ ㄒㄧㄣˋ,xiāngxìn,V,"to believe in, to trust",認為別人說的是真的。,核心詞,,老師說的話我都相信。
705,想法,第2級,ㄒㄧㄤˇ ㄈㄚˇ,xiǎngfǎ,N,"idea, thought, thinking",,核心詞,一個想法，這種想法,每個人都有不一樣的想法。
706,相片/照片,第2級,ㄒㄧㄤˋ ㄆㄧㄢˋ / ㄓㄠˋ ㄆㄧㄢˋ,xiàngpiàn / zhàopiàn,N,"photo, photograph",,4.休閒、娛樂,四張照片,這張照片裡面的人是我的家人。
707,向,第2級,ㄒㄧㄤˋ,xiàng,Prep,to,往。,核心詞,向左，向右，向前，向後,一直向前走，你就可以看到一間學校。
708,小時候,第2級,ㄒㄧㄠˇ ㄕˊ ㄏㄡˋ,xiǎoshíhòu,N,childhood,小孩的時候。,核心詞,我們小時候，記得小時候,我們小時候常去那家冰淇淋店。
709,小心,第2級,ㄒㄧㄠˇ ㄒㄧㄣ,xiǎoxīn,Vs,be careful,做事情的時候很注意，不想做錯。,核心詞,小心地拿,他是一個做事很小心的人。小心！前面有車。
710,小朋友,第2級,ㄒㄧㄠˇ ㄆㄥˊ ㄧㄡˇ,xiǎpéngyǒu,N,children,小孩子。,核心詞,,公園裡有很多小朋友在玩。
